prefix,first_name,last_name,gender,phone_number,email,vehicle_description,vehicle_brand,manufacturing_year,model_name,vehicle_type,vehicle_condition,transmission_type,engine_capacity,drive_type,fuel_type,fuel_consumption,kilometres_driven,vehicle_colour,secondary_address,building_number,street_name,street_suffix,location,engine_cylinders,body_type,doors,seats,price
Dr.,Keith,Wright,m,+61-2-5133-7999,david97@example.com,2014 Ford Ranger XL 3.2 (4X4),Ford,2014.0,Ranger,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,210604,White / -,9/,1,Vazquez Footway,Parklands,"Essendon, VIC",5 cyl,Ute / Tray, 4 Doors, 4 Seats,28990
,Sara,David,u,(03)65135809,ojohnson@example.com,2010 Ford Fiesta LX,Ford,2010.0,Fiesta,Sedan,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,173700,Orange / -,8/,5,Hogan Boulevard,Promenade,"Enfield, SA",4 cyl,Sedan, 4 Doors, 5 Seats,7990
Mrs.,Amanda,Velasquez,f,0324314125,amy82@example.net,2017 Mazda CX-5 Akera (4X4),Mazda,2017.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,27154,Blue / Stnd,Apt. 178 ,4,Hall Freeway,Pathway,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,34990
,Elizabeth,Farmer,u,03 5562 1087,robert56@example.org,2017 Mazda CX-5 GT (4X4),Mazda,2017.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,96288,Blue / Black Leather,Apt. 748 ,911,Orr Run,Formation,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32499
Dr.,Michael,Robinson,m,(07)-9499-4301,rogerjohnson@example.net,2014 Honda CR-V VTI-L (4X4),Honda,2014.0,CR-V,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,8.7 L / 100 km,182785,Black / -,Unit 56 ,9,Harris Ride,Rotary,"Pakenham, VIC",4 cyl,SUV, 4 Doors, 5 Seats,18790
Ms.,Elizabeth,Ward,f,0425 209 508,wschmidt@example.org,2009 Subaru Forester XS,Subaru,2009.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.6 L / 100 km,132816,Black / Black,Suite 772 ,9,Christine Tor,Esplanade,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,15990
Dr.,John,Johnson,m,+61 467 525 160,laura19@example.com,2010 Hyundai Getz S,Hyundai,2010.0,Getz,Hatchback,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.1 L / 100 km,166540,White / -,Flat 91 ,8,Austin Underpass,Gate,"Tugun, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,6990
Dr.,Samiha,Agrawal,m,03-7064-0426,xjohnson@example.net,2017 Volvo S60 T5 R-Design,Volvo,2017.0,S60,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.4 L / 100 km,85417,Blue / -,Unit 61 ,815,Veronica Ronde,State Highway,"Kirrawee, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,26890
Mr.,Ruben,Rodriguez,m,0420-053-146,lawsonbrianna@example.com,2016 Isuzu D-MAX SX (4X4),Isuzu,2016.0,D-MAX,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.2 L / 100 km,179008,White / Grey  Cloth,636/,352,Cox Front,Quad,"Bankstown, NSW",4 cyl,Ute / Tray, 2 Doors, 4 Seats,29990
,William,Giles,u,(03).2448.3347,mikayla83@example.com,2017 Mitsubishi Outlander LS Safety Pack (4X4) 5 Seats,Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,215650,White / Black,Level 8 ,8,Stevenson Plateau,Entrance,"Coorparoo, QLD",4 cyl,SUV, 4 Doors, 5 Seats,16500
Miss,Susan,Miller,f,(08) 9004 5309,jessicasmith@example.com,2005 Toyota Echo,Toyota,2005.0,Echo,Sedan,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.6 L / 100 km,167087,Yellow / -,Unit 37 ,749,Madison Junction,Vale,"Bayswater, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,7999
,Edwin,Elliott,u,0780925673,adamolson@example.com,2000 Toyota RAV4 Edge (4X4),Toyota,2000.0,RAV4,SUV,USED,Manual,"4 cyl, 2 L",4WD,Unleaded,9 L / 100 km,287500,Silver / -,Suite 246 ,967,Pedro Freeway,Brae,"Mount Lawley, WA",4 cyl,SUV, 4 Doors, 5 Seats,5990
,Megan,Marquez,u,0342450682,victoria37@example.com,2012 Renault Master Mid Roof LWB,Renault,2012.0,Master,East motors,USED,Manual,-,Front,Diesel,-,261578,Silver / Grey,0/,788,Sara Front,Circus,"Bayswater, VIC",-,Commercial,,,18850
,Ricardo,Ball,u,+61.3.0541.4732,michael57@example.net,2014 Nissan X-Trail ST (fwd),Nissan,2014.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,108818,- / -,6/,3,Smith Heights,Distributor,"Wickham, NSW",4 cyl,SUV, 4 Doors, 5 Seats,18888
Dr.,Stephen,Reid,m,0493 515 086,douglas67@example.org,2017 Ford Everest Trend (4WD),Ford,2017.0,Everest,SUV,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,214844,Grey / -,41/,54,Garcia Riviera,Slope,"Underwood, QLD",5 cyl,SUV, 4 Doors, 7 Seats,34790
Dr.,Frederick,Bailey,m,+61221478492,maryware@example.com,2012 Hyundai Santa FE Highlander Crdi (4X4),Hyundai,2012.0,Santa,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,192121,Blue / Black Leather,7/,28,Malone Flat,Ridgeway,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 7 Seats,22880
Mr.,Donald,Henderson,m,0412.249.942,fcooper@example.org,2015 Ford Ranger XLT 3.2 (4X4),Ford,2015.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,244296,Silver / -,Apt. 241 ,4,Williams Interchange,Esplanade,"Moorabbin, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,31990
,Diane,Olson,u,+61220006353,bonillalauren@example.org,2003 Toyota Landcruiser Prado Grande (4X4),Toyota,2003.0,Landcruiser,SUV,USED,Automatic,"6 cyl, 4 L",4WD,Unleaded,13.8 L / 100 km,226054,Silver / Black,Apt. 344 ,12,Golden Concourse,Strand,"Ringwood, VIC",6 cyl,SUV, 4 Doors, 8 Seats,23490
,Mark,Campbell,u,02-0517-2018,umccall@example.com,2007 Hyundai Tucson City SX,Hyundai,2007.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,9.2 L / 100 km,239417,Black / -,087/,5,Scott Park,Drive,"Werribee, VIC",4 cyl,SUV, 4 Doors, 5 Seats,6998
,Theresa,Bailey,u,0468 155 798,whicks@example.com,2012 Toyota Yaris YR,Toyota,2012.0,Yaris,Hatchback,USED,Manual,"4 cyl, 1.3 L",Front,Unleaded,5.7 L / 100 km,171457,Silver / -,Unit 64 ,24,Jimmy Loop,Estate,"Torrensville, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,7880
Mrs.,Brittany,Martin,f,(03).3045.7032,patrickperez@example.com,2012 Mazda 6 GT,Mazda,2012.0,6,Wagon,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,5.4 L / 100 km,179262,Grey / -,Apt. 391 ,28,Lane Gully,Footway,"Beresfield, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,12800
Dr.,Adrian,Rodriguez,m,0230309875,gpena@example.org,2014 Hyundai Veloster SR Turbo,Hyundai,2014.0,Veloster,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,58100,Red / Black,Level 9 ,90,Amber Key,Circus,"Southport, QLD",4 cyl,Hatchback, 3 Doors, 4 Seats,21990
,Jeffery,Riddle,u,+61 413 785 242,griffinmelissa@example.org,2014 Renault Megane GT-Line,Renault,2014.0,Megane,Wagon,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.6 L / 100 km,103000,- / -,Apt. 896 ,8,Breanna Crossroad,Bypass,"Granville, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,13900
Mr.,Lungile,Mondise,m,0211791090,kristen25@example.com,2015 Audi A6 1.8 Tfsi,Audi,2015.0,A6,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,5.7 L / 100 km,148222,White / Black,Suite 780 ,13,Carter Roadway,Sound,"Phillip, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,24990
Mr.,George,Jones,m,7393 2745,christopher53@example.net,2012 Holden Captiva SX,Holden,2012.0,Captiva,Stevron Autos,USED,Automatic,-,Front,Unleaded,-,138589,Silver / Black  Cloth,Unit 71 ,1,Pamela Break,Place,"Briar Hill, VIC",-,Wagon,,,9499
,John,Meyers,u,0431-661-429,iclarke@example.com,2017 Volkswagen Golf 92 TSI Trendline,Volkswagen,2017.0,Golf,Hatchback,USED,Manual,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,80148,White / Black,8/,7,Robert Roads,Gates,"Maroochydore, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,19990
Dr.,Jodi,Prince,f,64905775,ycruz@example.org,2006 Nissan Navara ST-X (4X4),Nissan,2006.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,174044,Black / -,Suite 630 ,925,Laura Loop,Steps,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,26913
Mr.,Chad,Tate,m,28520597,franklinyvette@example.org,2009 Suzuki Swift,Suzuki,2009.0,Swift,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.7 L / 100 km,227452,Silver / Black,Level 8 ,36,Robert Walkway,Intersection,"Mordialloc, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,8999
Mr.,Stephen,Marshall,m,0211-2943,moraelizabeth@example.org,2007 Volkswagen Passat 2.0T FSI,Volkswagen,2007.0,Passat,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.7 L / 100 km,134893,Brown / -,Level 2 ,7,Bryant Path,Centreway,"Arncliffe, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,6990
Mrs.,Heather,Russell,f,(03)-6058-5729,katelyncampbell@example.org,2009 Audi A3 2.0 Tfsi Ambition,Audi,2009.0,A3,Convertible,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.6 L / 100 km,137905,Grey / -,Level 6 ,4,Evan Subway,Line,"Laverton North, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,19990
,Kimberly,Zimmerman,u,0220448295,palmerrichard@example.org,2014 Hyundai Elantra Trophy,Hyundai,2014.0,Elantra,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,95598,Red / Black,6/,6,Conner Lookout,Cutting,"Windsor, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,16995
Dr.,Curtis,Lucas,m,(03) 1442 1397,karenwest@example.org,2014 Mitsubishi Lancer Evolution MR,Mitsubishi,2014.0,Lancer,Sedan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,10.1 L / 100 km,84393,White / -,Flat 96 ,0,Jennifer Extension,Link,"KINGSLEY, WA",4 cyl,Sedan, 4 Doors, 5 Seats,42988
,Philip,Snyder,u,+61202198313,davisandrea@example.org,2008 Kia Sportage LX (fwd),Kia,2008.0,Sportage,SUV,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,181572,Silver / -,Apt. 130 ,7,Brent Colonnade,Crest,"Coopers Plains, QLD",4 cyl,SUV, 4 Doors, 5 Seats,4990
Mr.,Eugene,Patel,m,6328-9894,randysullivan@example.org,2007 Toyota Hilux GGN25R SR5 Utility Extended Cab 2dr Man 5sp 4x4 3.0DT,Toyota,2007.0,Hilux,MF7 PTY LTD,USED,Manual,-,Other,-,-,138393,Silver / -,Suite 045 ,313,Nicole Trail,Parade,"Belmore, NSW",-,Ute / Tray,,,23990
,Kevin,Parker,u,+61 8 4051 5833,kristina25@example.org,2012 Audi A1 1.4 Tfsi Ambition,Audi,2012.0,A1,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,114382,Blue / Cloth,48/,5,Martin Line,Driveway,"Lilydale, VIC",4 cyl,Hatchback, 3 Doors, 4 Seats,15990
Ms.,Melissa,Murray,f,0427 000 634,ali@example.com,2015 Mazda 2 Genki,Mazda,2015.0,2,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,105633,Red / Grey,8/,2,Heidi Tarn,Vale,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Mr.,Jordan,Dudley,m,6401 7394,jensenronald@example.org,2016 Subaru Outback 2.5I,Subaru,2016.0,Outback,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,134324,Grey / -,91/,46,Tyler Gates,Rue,"Brighton, SA",4 cyl,SUV, 4 Doors, 5 Seats,21990
,Thomas,Mills,u,(07)82047740,travisvega@example.org,2015 Kia Sportage SI (fwd),Kia,2015.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.8 L / 100 km,87348,Silver / Cloth,78/,5,Castillo Arcade,Brow,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,18990
Mr.,Tyler,Sawyer,m,0437.676.195,gmartinez@example.net,2017 Toyota RAV4 GX (4X4),Toyota,2017.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,114841,White / -,Suite 123 ,8,Carrie Gardens,Freeway,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
Mrs.,Deborah,Pearson,f,03-7451-5875,shannon33@example.org,2017 Toyota HiAce LWB,Toyota,2017.0,HiAce,SYC Cars,USED,Automatic,-,Rear,Unleaded,-,61000,Silver / -,552/,3,James Mew,Lookout,"Rocklea, QLD",-,Commercial, 6 Seats,,25750
Dr.,Calvin,Clark,m,(08)55623318,angelaadams@example.net,2017 Suzuki Vitara S Turbo (4WD),Suzuki,2017.0,Vitara,SUV,USED,Automatic,"4 cyl, 1.4 L",4WD,Unleaded,6.2 L / 100 km,63268,White / Grey,34/,1,Paul Upper,Concourse,"Belconnen, ACT",4 cyl,SUV, 4 Doors, 5 Seats,25888
,Alejandro,Jones,u,+61.7.9302.8034,andrea94@example.com,1999 Mercedes-Benz C200 Elegance,Mercedes-Benz,1999.0,C200,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,10 L / 100 km,205440,Gold / Beige,Suite 196 ,3,Ellison Retreat,Circus,"Five Dock, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,4999
,Laurie,Wells,u,1167-1316,nicholasgonzales@example.org,2008 Subaru Impreza WRX (awd),Subaru,2008.0,Impreza,Hatchback,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.7 L / 100 km,214176,Blue / -,Level 3 ,727,Allen Artery,Row,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,15990
,Katie,Rodriguez,u,0752825242,elizabethmiller@example.com,2013 Subaru XV 2.0I-L,Subaru,2013.0,XV,Saap Auto,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,-,Orange / -,Unit 05 ,345,Shepherd Break,Crossing,"Glebe, NSW",4 cyl,SUV, 4 Doors, 5 Seats,POA
Mrs.,Amber,Gibson,f,0477-950-958,duncanlaura@example.org,2017 Land Rover Discovery Sport TD4 180 SE 5 Seat,Land,2017.0,Rover,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,118977,White / -,691/,341,Hernandez Avenue,Gates,"Croydon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,33999
,Maureen,Gibbs,u,+61-3-7546-6413,aallen@example.org,2016 Nissan Juke TI-S N-Sport SE (awd),Nissan,2016.0,Juke,SUV,USED,Automatic,"4 cyl, 1.6 L",AWD,Premium,6.5 L / 100 km,142000,Blue / -,2/,1,Lewis Courtyard,Trunkway,"Bundoora, VIC",4 cyl,SUV, 4 Doors, 5 Seats,17900
Mrs.,Maria,Soto,f,(03) 9836 8469,kristinadrake@example.net,2009 Toyota Corolla Edge,Toyota,2009.0,Corolla,Hatchback,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,112255,Black / -,Apt. 521 ,55,Sarah Plaza,Quay,"Elsternwick, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Dr.,Jamie,Obrien,f,+61.499.180.722,bjackson@example.com,2009 Nissan X-Trail TS (4X4),Nissan,2009.0,X-Trail,SUV,USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,215052,- / -,Level 3 ,952,Angelica Follow,Walk,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10999
,Samuel,Gibson,u,(08)-4510-3070,boylemackenzie@example.net,2013 Honda Civic VTI-LN,Honda,2013.0,Civic,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6.5 L / 100 km,98984,Silver / -,6/,75,Dana Quadrangle,Anchorage,"Ringwood, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,17888
Miss,Melissa,Adams,f,5877-0884,ohansen@example.com,2010 Porsche Cayenne S,Porsche,2010.0,Cayenne,SUV,USED,Automatic,"8 cyl, 4.8 L",AWD,Premium,10.5 L / 100 km,193271,White / Black,Level 8 ,936,Snyder Circlet,Parade,"Haberfield, NSW",8 cyl,SUV, 4 Doors, 5 Seats,29990
,Sarah,Marks,u,0316354651,megan73@example.net,2017 Ford Ranger XLT 3.2 (4X4),Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,221150,Silver / Black,Suite 429 ,88,Jeffrey Way,Triangle,"Emerald, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,33997
Mr.,Harold,Parker,m,02 8436 6893,carolinefreeman@example.net,2014 Fiat Freemont,Fiat,2014.0,Freemont,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8 L / 100 km,87300,Blue / Black,Level 6 ,38,Jackson Slope,Grove,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,14888
,Caitlin,Lara,u,+61-408-520-445,peckjose@example.net,2013 Mazda CX-5 Maxx Sport (4X2),Mazda,2013.0,CX-5,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,196641,White / -,Level 8 ,63,Antonio Rise,Distributor,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,15998
Miss,Angelica,Fowler,f,0445 563 310,heathcatherine@example.com,2015 Jeep Wrangler Unlimited Renegade Sport (4X4),Jeep,2015.0,Wrangler,SUV,USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7 L / 100 km,152274,Blue / -,Apt. 737 ,2,Santos Circus,Follow,"Granville, NSW",6 cyl,SUV, 4 Doors, 5 Seats,36950
,Alexandra,Lloyd,u,+61 468 458 756,gonzalezheather@example.net,2013 Mazda CX-5 Grand Tourer (4X4),Mazda,2013.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,127810,Black / Black,Suite 749 ,642,David Sound,Front,"Prospect, SA",4 cyl,SUV, 4 Doors, 5 Seats,20880
Dr.,Dr.,Lisa,f,98444699,jameswilliams@example.com,2014 Toyota Yaris YR,Toyota,2014.0,Yaris,Hatchback,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.3 L / 100 km,92452,Blue / -,0/,9,Bethany Top,Crossroad,"Garbutt, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,18599
Dr.,Jessica,Allen,f,(07)-4898-7883,taylorrobert@example.com,2017 Mazda 6 Sport,Mazda,2017.0,6,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,65340,Silver / Black Cloth,Flat 20 ,290,Allen Gap,Tarn,"Burwood, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,26590
Mr.,Kim,Cunningham,m,+61-8-0134-0959,alexis53@example.com,2015 Toyota Hilux SR (4X4),Toyota,2015.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,265442,White / -,9/,10,Shirley Alley,Hill,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23913
Mr.,Benjamin,Mcdonald,m,9431-9615,brookenelson@example.com,2014 Honda Fit,Honda,2014.0,Fit,Dandy cars,USED,Automatic,-,Front,Other,-,109606,Grey / -,6/,0,Ali Circle,Estate,"Dandenong, VIC",-,Hatchback, 5 Seats,,18999
Mr.,Onkar,Bhasin,m,0858032457,mariagray@example.net,2010 Ssangyong Actyon Sports (4X4),Ssangyong,2010.0,Actyon,Ute / Tray,USED,Manual,"4 cyl, 2 L",4WD,Diesel,8 L / 100 km,96477,Blue / -,7/,220,Terry State Highway,Expressway,"Capalaba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,15995
,Kevin,Sanchez,u,0411.747.571,colemansteven@example.net,2016 Hyundai Tucson Elite (fwd),Hyundai,2016.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,46203,Brown / Ivory,5/,0,Long Quadrangle,Row,"Frankston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28630
Dr.,Isaiah,Juarez,m,+61 3 3916 7609,allisoncarpenter@example.net,2012 Jeep Grand Cherokee Limited (4X4),Jeep,2012.0,Grand,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,8.3 L / 100 km,198333,Black / -,2/,9,Deleon Part,Beach,"Cardiff, NSW",6 cyl,SUV, 4 Doors, 5 Seats,14913
,Angelica,Lopez,u,67702806,mwaters@example.net,2005 Toyota Camry Sportivo,Toyota,2005.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8 L / 100 km,256754,Silver / -,Unit 26 ,70,Blackwell Street,Promenade,"Underwood, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,7430
Dr.,Virginia,Wong,f,0401 982 036,hortonrebekah@example.net,2014 Ford Focus Trend-15 Months Warranty,Ford,2014.0,Focus,M1 Used Cars,USED,Automatic,-,Front,Unleaded,-,167698,Grey / -,Unit 84 ,41,Johnson Esplanade,Thoroughfare,"Slacks Creek, QLD",-,Hatchback,,,10990
Mrs.,Amy,Wallace,f,+61-3-7597-9939,hansenjoseph@example.com,1990 Honda Integra (LS),Honda,1990.0,Integra,Coupe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,9.5 L / 100 km,233543,Red / Black,Flat 50 ,36,Steve Road,Corso,"Liverpool, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,4999
Dr.,Paul,Burns,m,+61-409-803-792,amandadaniels@example.org,2014 Toyota Hilux SR,Toyota,2014.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,205349,Black / Black,Flat 85 ,2,Christina Corner,Strip,"Nambour, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21990
Mr.,Robert,Potts,m,0775649041,vschmitt@example.org,2011 Ford Ranger XL 3.2 (4X4),Ford,2011.0,Ranger,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,306461,White / Black,Apt. 154 ,52,Tonya End,Green,"Minchinbury, NSW",5 cyl,Ute / Tray, 4 Doors, 4 Seats,16880
Mrs.,Chloe,Harris,f,0263594519,joel62@example.org,2016 Jeep Grand Cherokee Limited,Jeep,2016.0,Grand,USED Dealer ad,USED,Automatic,-,Other,Diesel,-,110743,White / Grey,Flat 78 ,19,Rita Pathway,Brace,"Bairnsdale, VIC",-,,,,51990
,Joseph,Stanton,u,(02) 7956 0897,cmaldonado@example.org,2015 Isuzu D-MAX SX HI-Ride (4X2),Isuzu,2015.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.9 L / 100 km,95211,White / Grey,Level 7 ,8,Joseph Vista,Dale,"Ferntree Gully, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27888
Dr.,Ashley,King,f,+61-7-0721-9926,elynch@example.net,2017 Mazda BT-50 XTR (4X2),Mazda,2017.0,BT-50,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",Rear,Diesel,8.4 L / 100 km,64001,Blue / -,Level 9 ,4,Park Sound,Vale,"Springwood, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,33988
Mr.,Stanley,Dunn,m,+61-482-779-521,russell45@example.net,2007 Kia Grand Carnival Platinum,Kia,2007.0,Grand,Wagon,USED,Automatic,"6 cyl, 3.8 L",Front,Unleaded,12.8 L / 100 km,189000,Black / -,Suite 921 ,1,Colleen Follow,Esplanade,"Slacks Creek, QLD",6 cyl,Wagon, 4 Doors, 8 Seats,9900
Mrs.,Kim,Powell,f,+61.486.693.500,aprilperry@example.net,2017 Hyundai Tucson Elite (fwd),Hyundai,2017.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,59072,Blue / Leather,Unit 66 ,983,Owens Heights,Ronde,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,28856
Dr.,Gloria,Davis,f,5618.4126,jason18@example.org,2009 Toyota Landcruiser GX (4X4),Toyota,2009.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5 L / 100 km,218999,- / -,3/,57,Kimberly Wynd,Highway,"Roselands, NSW",8 cyl,Ute / Tray, 2 Doors, 3 Seats,58900
,Michele,Hebert,u,03-6586-1697,harrelltammie@example.com,2004 Toyota Corolla Ascent,Toyota,2004.0,Corolla,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,177000,White / Cream Beige,Level 5 ,71,Taylor Mew,Quad,"Clontarf, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,6997
Mrs.,Anne,Davis,f,+61 403 959 555,braunmary@example.com,2017 Toyota Hilux SR5+ (4X4),Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,61448,Grey / -,Suite 154 ,67,Antonio Byway,Spur,"Windsor, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,54990
Miss,Elizabeth,Ross,f,(08)-9484-9874,hancockjames@example.net,2006 Lexus RX350 Sports Luxury,Lexus,2006.0,RX350,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,17.2 L / 100 km,199571,White / -,Unit 68 ,9,Fletcher Reach,Centreway,"Auburn, NSW",6 cyl,SUV, 4 Doors, 5 Seats,10990
Mr.,Michael,Hoffman,m,85008489,robert73@example.net,2000 Toyota Hilux (4X4),Toyota,2000.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,128896,White / -,066/,0,Michael Grange,Pathway,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,29950
